ID,Query,Category,Response,Timestamp,User Type
83176,Can I track my order live?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-03-28 09:20:27.338212,Returning
83177,Can I track my order live?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-07-12 15:31:22.338212,Returning
83178,Why is my order delayed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-03-05 10:54:22.338212,New
83179,Is my order confirmed?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-04-26 07:51:09.338212,Returning
83180,Is my order confirmed?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2025-01-21 02:47:25.338212,Returning
83181,Why is my order delayed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-08-16 00:44:33.338212,New
83182,"I didn’t receive my food, what should I do?",Order Tracking,Your order is currently being prepared and will be dispatched soon.,2025-01-10 03:33:44.338212,Returning
83183,How long will my delivery take?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-11-10 20:14:39.338212,New
83184,Is my order confirmed?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-03-16 17:08:35.338212,Returning
83185,What does 'Out for delivery' mean?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-06-24 11:00:14.338212,New
83186,How long will my delivery take?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-03-09 12:30:11.338212,New
83187,"I didn’t receive my food, what should I do?",Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2025-01-02 05:34:17.338212,New
83188,What time will my order arrive?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-05-02 20:51:10.338212,New
83189,"I didn’t receive my food, what should I do?",Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-05-16 23:48:11.338212,New
83190,How long will my delivery take?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-08-11 08:21:27.338212,New
83191,What does 'Out for delivery' mean?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-08-01 08:06:57.338212,New
83192,What time will my order arrive?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-06-20 23:49:35.338212,Returning
83193,Can I change my delivery address?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-10-07 19:16:37.338212,Returning
83194,How long will my delivery take?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-08-13 09:15:53.338212,Returning
83195,What does 'Out for delivery' mean?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-08-14 14:19:54.338212,New
83196,Can I track my order live?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-06-29 22:01:16.338212,Returning
83197,Can I change my delivery address?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-09-03 09:33:47.338212,New
83198,Is my order confirmed?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-04-06 08:04:44.338212,Returning
83199,What time will my order arrive?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-11-08 21:33:23.338212,New
83200,What time will my order arrive?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-03-01 07:04:40.338212,Returning
83201,What time will my order arrive?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2025-01-06 16:19:44.338212,New
83202,What does 'Out for delivery' mean?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-07-05 02:32:34.338212,New
83203,"I didn’t receive my food, what should I do?",Order Tracking,You can update your delivery address from the 'Order Details' section.,2025-02-11 04:45:35.338212,Returning
83204,Can I change my delivery address?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-07-15 14:19:18.338212,Returning
83205,What does 'Out for delivery' mean?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-12-06 21:49:43.338212,New
83206,What does 'Out for delivery' mean?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-07-18 12:43:31.338212,Returning
83207,How long will my delivery take?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-07-20 17:38:59.338212,New
83208,Can I change my delivery address?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-12-24 20:23:50.338212,New
83209,Can I track my order live?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-03-29 02:16:57.338212,New
83210,What does 'Out for delivery' mean?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-05-01 12:04:23.338212,New
83211,Why is my order delayed?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-07-14 13:40:45.338212,Returning
83212,How long will my delivery take?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-05-16 16:12:06.338212,Returning
83213,Where is my order?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-04-05 05:32:12.338212,Returning
83214,What time will my order arrive?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-09-10 22:42:26.338212,Returning
83215,What time will my order arrive?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-04-06 06:04:30.338212,New
83216,"I didn’t receive my food, what should I do?",Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-09-17 21:32:31.338212,New
83217,Is my order confirmed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-06-26 15:01:23.338212,Returning
83218,Can I track my order live?,Order Tracking,Live tracking is available in the 'Track Order' section.,2025-01-06 20:11:19.338212,Returning
83219,"I didn’t receive my food, what should I do?",Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-11-02 11:44:11.338212,Returning
83220,Can I change my delivery address?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-07-19 16:43:13.338212,Returning
83221,How long will my delivery take?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-07-09 04:57:56.338212,Returning
83222,"I didn’t receive my food, what should I do?",Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-10-08 05:22:15.338212,New
83223,Can I track my order live?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-11-24 14:27:54.338212,New
83224,"I didn’t receive my food, what should I do?",Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-03-03 07:27:43.338212,New
83225,Why is my order delayed?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-06-06 15:35:13.338212,New
83226,"I didn’t receive my food, what should I do?",Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2025-01-04 01:02:21.338212,Returning
83227,Can I change my delivery address?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2025-02-12 06:01:36.338212,New
83228,Is my order confirmed?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-07-09 02:38:58.338212,New
83229,Why is my order delayed?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-04-16 13:04:37.338212,New
83230,What does 'Out for delivery' mean?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-08-31 01:57:20.338212,Returning
83231,What does 'Out for delivery' mean?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-05-30 02:37:42.338212,Returning
83232,"I didn’t receive my food, what should I do?",Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-09-01 05:51:30.338212,New
83233,Where is my order?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-07-01 12:35:19.338212,Returning
83234,Where is my order?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-07-17 21:52:38.338212,Returning
83235,Where is my order?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-05-16 00:48:11.338212,New
83236,Why is my order delayed?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-08-07 13:56:23.338212,Returning
83237,What does 'Out for delivery' mean?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-05-11 05:59:45.338212,New
83238,Is my order confirmed?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2025-02-05 13:40:27.338212,New
83239,How long will my delivery take?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-06-20 00:09:18.338212,New
83240,Where is my order?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-04-06 13:11:08.338212,Returning
